863	0.016745	2.174	-9.6574	0.60137	0.09833	-0.8424	-0.68959	-0.55034	0.55596	0.29405	-9.0864	-4.1474	0.26138	-0.42745	-1.0164	0.019397	0.35907	9.1239e-005	0.36819	0
-9.6422	0.29367	0.38433	-0.016745	-0.0083726	2.2023	-9.4397	0.58129	0.09833	-0.8424	-0.68959	-0.54584	1.1064	0.14415	-9.0143	-4.0052	0.47682	-0.42745	-1.0164	0.019397	0.53691	-0.16868	1.8175	0
-9.8484	-0.0017886	0.43142	-0.15071	-0.046049	2.2037	-9.6283	0.54062	0.076067	-0.83114	-0.69155	-0.90712	0.9265	0.15318	-9.0469	-4.0475	0.24554	-0.42745	-1.0164	0.019397	0.3484	-1.067	2.5447	0
-9.7321	0.24326	0.28505	-0.59027	-0.38514	2.2135	-9.6887	0.43353	0.076067	-0.83114	-0.69155	-0.73095	0.55777	0.29764	-8.8318	-4.109	0.096632	-0.42745	-1.0164	0.019397	-0.19549	-1.5952	3.6222	0
-9.6556	-0.049164	0.31136	0.80795	0.19676	2.2837	-9.47	0.52851	0.076067	-0.83114	-0.69155	-0.7309	0.74125	0.29581	-8.8604	-4.259	0.09955	-0.4549	-1.0144	0.015086	-0.01597	-1.597	3.6258	0
-9.6301	0.19245	0.41732	-0.37677	-0.26374	2.1748	-9.7765	0.56417	0.089054	-0.82927	-0.69155	-0.37384	1.2881	0.4275	-8.8741	-4.1581	0.18793	-0.4549	-1.0144	0.015086	-0.37511	-1.6043	2.5356	0
-9.6982	0.56675	0.29311	-0.062794	-0.071167	2.1522	-9.6388	0.47708	0.089054	-0.82927	-0.69155	-0.36967	0.73764	0.28862	-8.7538	-4.2579	0.21419	-0.4549	-1.0144	0.015086	-0.19563	-1.6097	2.1782	0
-9.741	0.18052	0.48993	-0.071167	-0.058608	2.2028	-9.5492	0.52373	0.089054	-0.82927	-0.69155	-0.1805	0.36878	-7.7713e-005	-8.6427	-4.1087	0.1279	-0.46863	-1.0144	0.012931	-0.91195	-1.4284	1.4401	0
-
-9.7442	0.33891	0.80945	0.1842	0.07954	1.7813	-9.5624	0.19594	0.042672	-0.803	-0.73281	0.73983	0.17609	-0.59376	-9.1222	-3.4777	0.23237	-0.49804	-0.98563	0.038793	0.0052992	0.52992	-1.4492	0
-9.7841	0.31654	0.98638	0.1842	0.050235	1.7187	-9.5738	0.048915	0.042672	-0.81238	-0.7387	0.92483	0.35772	-0.74357	-8.9111	-3.5478	0.21844	-0.4902	-0.98357	0.030172	0.0017423	0.17423	-0.72373	0
-9.5933	0.36975	0.90696	0.096285	-0.012559	1.6807	-9.8209	0.088262	0.042672	-0.81238	-0.7387	0.55933	0.54487	-0.59384	-9.0789	-3.6283	0.17275	-0.4902	-0.98357	0.030172	0.36447	0.54084	0.0018811	0
-9.5999	0.19507	1.1965	0.020931	-0.083726	1.5873	-9.8025	-0.047166	0.042672	-0.81238	-0.7387	0.55939	0.72835	-0.59567	-9.4034	-3.5371	0.2919	-0.4902	-0.98357	0.030172	0.36643	0.73673	1.444	0
-9.6296	0.16555	1.0886	0.020931	-0.083726	1.432	-9.6048	-0.080502	0.025974	-0.81614	-0.72888	0.55955	1.2788	-0.60118	-9.0348	-3.5798	0.018926	-0.51373	-0.97741	0.015086	0.53873	0.01277	1.8157	0
-9.7944	0.3239	1.2502	-0.66562	-0.25955	1.7311	-9.7516	0.092233	0.025974	-0.81614	-0.72888	0.55522	1.2789	-0.45679	-9.0006	-3.8902	-0.017425	-0.51373	-0.97741	0.015086	0.53691	-0.16868	1.8175	0
-9.6733	0.33415	1.3564	0.79958	-0.11722	1.6695	-9.6119	0.19235	0.025974	-0.81614	-0.72888	0.56366	0.54482	-0.73822	-8.8272	-3.7484	0.15633	-0.51373	-0.97741	0.015086	0.17785	-0.16877	1.4493	0
-9.7428	0.27343	1.2983	-0.050235	-0.21769	1.6075	-9.7127	0.020025	0.025974	-0.81614	-0.72888	0.38733	0.3631	-0.87718	-8.9584	-3.7281	0.18859	-0.51373	-0.97741	0.015086	0.55136	1.2757	1.0813	0
-9.8066	0.42869	0.85963	0.03349	-0.087912	1.651	-9.77	0.22593	0.025974	-0.81614	-0.72888	0.91617	0.35781	-0.4548	-8.8226	-3.5274	0.26113	-0.49804	-0.98563	0.038793	0.36985	1.078	-0.7254	0
-9.874	0.26339	1.1605	-0.020931	-0.087912	1.7503	-9.8428	-0.12047	0.025974	-0.81614	-0.72888	1.1056	0.72289	-0.75084	-8.9605	-3.5181	0.18868	-0.49804	-0.98563	0.038793	0.37692	1.7857	-2.5374	0
-9.9136	0.2261	0.80982	-0.046049	-0.1214	1.5745	-9.6851	-0.19768	0.025974	-0.81614	-0.72888	0.92489	0.54121	-0.74541	-9.0079	-3.6585	0.15041	-0.49804	-0.98563	0.038793	0.015934	1.5934	-3.9867	0
-9.8352	0.34767	0.85234	-0.054422	-0.12559	1.6782	-9.6835	-0.029892	0.029685	-0.81426	-0.75246	1.1054	0.35592	-0.74717	-9.1041	-3.4471	0.28598	-0.5098	-0.99589	0.015086	-0.15992	1.9616	-3.6329	0
-9.7718	0.20817	0.724	-0.054422	-0.13396	1.7096	-9.7227	0.010129	0.029685	-0.81426	-0.75246	1.1012	0.53945	-0.60462	-9.1679	-3.7183	0.16825	-0.5098	-0.99589	0.015086	-0.3431	1.5969	-3.9939	0
-9.8498	0.067894	0.53243	-0.046049	-0.12977	1.8323	-9.6824	0.075869	0.029685	-0.81426	-0.75246	0.74	0.72654	-0.59927	-9.3607	-3.528	0.1986	-0.5098	-0.99589	0.015086	-0.71479	0.33385	-3.6277	0
-9.7335	0.31053	0.62795	-0.050235	-0.13815	1.6467	-9.5643	0.007003	0.029685	-0.81614	-0.72888	0.026375	1.2841	-0.87917	-9.3096	-3.7576	0.2392	-0.5098	-0.99589	0.015086	-0.72194	-0.38113	-2.5377	0
-9.6005	0.22639	1.0941	-0.075353	-0.17582	1.7106	-9.7016	0.13619	0.029685	-0.81614	-0.72888	-0.15424	1.2859	-0.87558	-9.118	-3.8678	0.22328	-0.51176	-1.0021	0.028017	0.36077	0.17072	-0.71651	0
-9.7369	-0.024644	0.80831	-0.11722	-0.2135	1.8829	-9.5428	0.17711	0.029685	-0.81614	-0.72888	-0.16723	1.2861	-0.44242	-8.8378	-3.7482	0.17717	-0.51176	-1.0021	0.028017	0.89751	-0.016014	-0.70391	0
-9.7831	0.26546	1.0449	-0.17582	-0.3056	1.5158	-9.6825	0.062281	0.029685	-0.81614	-0.72888	0.02632	1.1007	-0.87733	-9.0845	-3.4969	0.31474	-0.51176	-1.0021	0.028017	1.4452	0.88958	-0.341	0
-9.7861	0.41828	0.91133	-0.2135	-0.35583	1.7424	-9.8604	0.09732	0.03154	-0.80863	-0.73084	-0.34379	0.37041	-0.57403	-9.1148	-3.8489	0.10964	-0.51176	-0.99384	0.021552	1.6266	1.0801	0.74375	0
-9.6112	0.25456	1.2966	-0.23862	-0.37258	1.5869	-9.6029	0.10864	0.03154	-0.80863	-0.73084	-0.15857	1.286	-0.73119	-9.0982	-3.6883	0.16975	-0.51176	-0.99384	0.021552	1.9838	0.89513	0.75275	0
-9.6918	0.24608	1.0537	-0.20094	-0.3056	1.5681	-9.7113	0.15511	0.03154	-0.80863	-0.73084	-0.15402	2.0199	-0.88292	-9.0974	-3.4062	0.38177	-0.51176	-0.99384	0.021552	1.9839	0.90235	1.4747	0
